Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (CVSS score),Custom field (CVSS vector),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
#* Ensure quick resolution to keep the project moving forward.",,,,In Progress,28/Sep/24 12:24 AM
Communication and coordination,CMA-15,10049,Task,Project Manager,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:24 AM,28/Sep/24 12:37 AM,16/Nov/24 10:04 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0003r:,,,,,,,,,,,,,,,,"28/Sep/24 12:37 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;# *Team Meetings*:
#* Schedule regular stand-up meetings to discuss progress and address any issues.
#* Facilitate communication between frontend, backend, and QA teams.
# *Stakeholder Communication*:
#* Keep stakeholders informed about project progress and any changes.
#* Gather feedback and ensure it is incorporated into the project.",,,,In Progress,28/Sep/24 12:24 AM
Project planning,CMA-14,10048,Task,Project Manager,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:24 AM,28/Sep/24 12:36 AM,16/Oct/24 11:04 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0003j:,,,,,,,,,,,,,,,,"28/Sep/24 12:36 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;# *Define Project Scope*:
#* Clearly outline the objectives and deliverables of the Course Registration Application.
#* Ensure all team members understand their roles and responsibilities.
# *Create and Manage Jira Board*:
#* Set up the Jira board with Epics, Stories, and Tasks.
#* Assign tasks to team members and monitor their progress.
# *Timeline and Milestones*:
#* Develop a project timeline with key milestones.
#* Ensure the project stays on track and adjust timelines as necessary.",,,,In Progress,28/Sep/24 12:24 AM
User Acceptance Testing,CMA-13,10047,Task,QA Engineer,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Sahilpreet Singh,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:19 AM,28/Sep/24 10:23 AM,28/Sep/24 12:56 PM,,,0,,,jagjeet singh,Sahilpreet Singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0003b:,,,,,,,,,,,,,,2024-09-28 14:23:35.111,,"28/Sep/24 12:34 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Coordinate with stakeholders to conduct UAT.
* Ensure the application meets user expectations and requirements.","28/Sep/24 10:23 AM;712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da;* Coordinate with stakeholders to conduct UAT.
* Ensure the application meets user expectations and requirements.

Hi Jagjeet,

I will coordinate with the relevant stakeholders to schedule and conduct User Acceptance Testing (UAT). My goal is to ensure that the application meets user expectations and aligns with the specified requirements.

I’ll gather feedback during the UAT sessions and make sure any concerns are addressed promptly. Please let me know if there are specific areas you’d like us to focus on or if you have any additional input.

Thank you!
Sahilpreet Singh
QA Engineer",,,In Progress,28/Sep/24 12:19 AM
Execute Tests,CMA-12,10046,Task,QA Engineer,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Sahilpreet Singh,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:18 AM,28/Sep/24 10:21 AM,28/Sep/24 12:56 PM,,,0,,,jagjeet singh,Sahilpreet Singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i00033:,,,,,,,,,,,,,,2024-09-28 14:21:31.506,,"28/Sep/24 12:34 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Perform manual and automated testing.
* Report and track bugs using Jira.","28/Sep/24 10:21 AM;712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da;Hi Jagjeet singh,

I have performed both manual and automated testing on the reported issue. During my tests, I was able to reproduce the bug consistently. I’ve documented the steps to reproduce, the expected outcome, and the actual result in the bug report.

I will continue to monitor for any additional related issues and keep track of our findings. If you have any further questions or need additional information, feel free to reach out!

Best,
Sahilpreet Singh
QA Engineer",,,In Progress,28/Sep/24 12:18 AM
Create Test Plans,CMA-11,10045,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,Sahilpreet Singh,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:18 AM,19/Oct/24 9:58 AM,19/Oct/24 9:58 AM,19/Oct/24 9:58 AM,,0,,,jagjeet singh,Sahilpreet Singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0002v:,,,,,,,,,,,,,,2024-09-28 14:04:57.362,10043_*:*_1_*:*_326_*|*_10045_*:*_1_*:*_0,"28/Sep/24 12:33 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Develop comprehensive test plans covering all aspects of the application.
* Define test cases for both functional and non-functional requirements.","28/Sep/24 10:04 AM;712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da;Thank you for your input! I’m in the process of developing comprehensive test plans that cover all aspects of the application.

h3. Test Plans Overview:

# *Functional Testing:*
#* *Objectives:* Validate that the application behaves as expected according to the requirements.
#* *Scope:*
#** User interface functionality
#** API endpoints
#** Business logic
#** Error handling
# *Non-Functional Testing:*
#* *Objectives:* Ensure the application meets performance, security, usability, and compliance standards.
#* *Scope:*
#** Performance testing (load, stress, and scalability)
#** Security testing (vulnerability assessment and penetration testing)
#** Usability testing (user experience and accessibility)
#** Compatibility testing (across different devices and browsers)

h3. Test Cases:

*Functional Requirements:*

* *Test Case 1:* Verify user login functionality with valid credentials.
* *Test Case 2:* Validate error messages for invalid login attempts.
* *Test Case 3:* Check data submission and retrieval from the database.
* *Test Case 4:* Confirm user permissions for different roles.

*Non-Functional Requirements:*

* *Test Case 1:* Measure response time under peak load (performance).
* *Test Case 2:* Conduct vulnerability scans to identify security flaws.
* *Test Case 3:* Assess the application’s behavior on various devices (compatibility).
* *Test Case 4:* Evaluate the user interface for accessibility compliance.

I’ll ensure that all test cases are documented in our test management tool and will provide regular updates on the testing progress. If there are specific areas you’d like me to focus on or additional requirements to include, please let me know!",,,Done,19/Oct/24 9:58 AM
Integration and Testing,CMA-10,10044,Task,Backend Developer,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Raghav Thakur,712020:d529e9b4-f98d-41ca-884d-3af31fc7e839,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:17 AM,28/Sep/24 9:53 AM,28/Sep/24 12:56 PM,,,0,,,jagjeet singh,Raghav Thakur,712020:152ed106-3290-4698-8fa0-e1d3009626bc,712020:d529e9b4-f98d-41ca-884d-3af31fc7e839,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0002n:,,,,,,,,,,,,,,2024-09-28 13:53:14.866,,"28/Sep/24 12:33 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Integrate APIs with the frontend.
* Perform integration testing to ensure smooth communication between frontend and backend.","28/Sep/24 9:53 AM;712020:d529e9b4-f98d-41ca-884d-3af31fc7e839;h3. API Integration with Frontend in Course Management

# *API Endpoints*:

* *GET /courses*: Retrieve a list of courses.
* *POST /courses*: Add a new course.
* *GET /courses/{id}*: Retrieve course details.
* *PUT /courses/{id}*: Update course information.
* *DELETE /courses/{id}*: Remove a course.
*Frontend Implementation*:
** Use a framework like React, Angular, or Vue.js for the frontend.
** Utilize {{fetch}} or libraries like Axios for making API calls


** *Example using React with Axios*:
import React, { useState, useEffect } from 'react';
import axios from 'axios';

const CourseList = () => {
    const [courses, setCourses] = useState([]);

{noformat}useEffect(() => {
    const fetchCourses = async () => {
        try {
            const response = await axios.get('/api/courses');
            setCourses(response.data);
        } catch (error) {
            console.error('Error fetching courses:', error);
        }
    };

    fetchCourses();
}, []);

return (
    <div>
        <h1>Course List</h1>
        <ul>
            {courses.map(course => (
                <li key={course.id}>{course.title}</li>
            ))}
        </ul>
    </div>
);{noformat}

};

export default CourseList;",,,In Progress,28/Sep/24 12:17 AM
Develop API Endpoints,CMA-9,10043,Task,Backend Developer,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Raghav Thakur,712020:d529e9b4-f98d-41ca-884d-3af31fc7e839,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:17 AM,28/Sep/24 10:47 AM,07/Dec/24 11:23 AM,,,0,,,jagjeet singh,Raghav Thakur,712020:152ed106-3290-4698-8fa0-e1d3009626bc,712020:d529e9b4-f98d-41ca-884d-3af31fc7e839,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0002f:,,,,,,,,,,,,,,2024-09-28 14:47:58.485,,"28/Sep/24 12:32 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Create RESTful APIs for course registration, user authentication, and data retrieval.
* Ensure secure and efficient data handling.","28/Sep/24 10:47 AM;712020:d529e9b4-f98d-41ca-884d-3af31fc7e839;h3. Key Components

# *User Authentication (JWT-based)*
# *Course Registration (Student & Instructor roles)*
# *Data Retrieval (Courses, Users, Enrollments)*

----

h3. Step-by-Step Structure

h4. 1. *Set up Environment*

Ensure you have:

* *Node.js*
* *Express.js*
* *MongoDB* (for database)
* *Mongoose* (to interact with MongoDB)
* *jsonwebtoken* (for JWT-based authentication)
* *bcryptjs* (for password hashing)",,,In Progress,28/Sep/24 12:17 AM
Set Up Database,CMA-8,10042,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,Raghav Thakur,712020:d529e9b4-f98d-41ca-884d-3af31fc7e839,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:16 AM,19/Oct/24 9:59 AM,19/Oct/24 9:59 AM,19/Oct/24 9:59 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i00027:,,,,,,,,,,,,,,,10044_*:*_1_*:*_0_*|*_10043_*:*_1_*:*_272,"28/Sep/24 12:32 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Design the database schema for storing course and user information.
* Implement database migrations and seed data.",,,,Done,19/Oct/24 9:59 AM
Design User Interface(UI),CMA-7,10041,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:09 AM,28/Sep/24 12:09 AM,07/Dec/24 11:42 AM,28/Sep/24 12:09 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0001z:,,,,,,,,,,,,,,,null,,,,,Done,28/Sep/24 12:09 AM
Testing and Debugging,CMA-6,10040,Task,FRONTEND DEVELOPER,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Harmanpreet Singh,712020:19801315-4e26-4e83-8396-5808470fe500,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:08 AM,18/Oct/24 9:56 PM,07/Dec/24 9:13 AM,,,0,,,Harmanpreet Singh,jagjeet singh,712020:19801315-4e26-4e83-8396-5808470fe500,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0001f:,,,,,,,,,,,,,,2024-09-28 14:04:01.484,,28/Sep/24 12:31 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Perform unit testing and fix any bugs in the frontend code.,"28/Sep/24 10:04 AM;712020:19801315-4e26-4e83-8396-5808470fe500;# Setting Up Your Testing Environment
Choose a testing framework suitable for your project, such as:

Jest: A popular JavaScript testing framework.
Mocha: A flexible testing framework often used with Chai for assertions.
React Testing Library: Great for testing React components.

# Writing Unit Tests
Here's a basic example of how to write unit tests for a React component using Jest and React Testing Library.

TEXT EXAPMLE

// Button.test.js
import React from 'react';
import { render, fireEvent } from '@testing-library/react';
import Button from './Button';

test('renders button with label', () => {
    const { getByText } = render(<Button label=""Click Me"" />);
    const buttonElement = getByText(/click me/i);
    expect(buttonElement).toBeInTheDocument();
});

test('calls onClick handler when clicked', () => {
    const handleClick = jest.fn();
    const { getByText } = render(<Button label=""Click Me"" onClick={handleClick} />);
    const buttonElement = getByText(/click me/i);
    fireEvent.click(buttonElement);
    expect(handleClick).toHaveBeenCalledTimes(1);
});",,,In Progress,16/Oct/24 11:06 AM
Develop Frontend Components,CMA-5,10039,Task,FRONTEND DEVELOPER,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Harmanpreet Singh,712020:19801315-4e26-4e83-8396-5808470fe500,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:07 AM,16/Oct/24 11:06 AM,16/Nov/24 10:23 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0001j:,,,,,,,,,,,,,,,,"28/Sep/24 12:30 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Implement the UI using HTML, CSS, and JavaScript frameworks (e.g., React, Angular).
* Integrate with backend APIs to fetch and display data",,,,In Progress,16/Oct/24 11:06 AM
Design User Interface(UI),CMA-4,10038,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,Harmanpreet Singh,712020:19801315-4e26-4e83-8396-5808470fe500,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:07 AM,19/Oct/24 9:59 AM,19/Oct/24 9:59 AM,19/Oct/24 9:59 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0001b:,,,,,,,,,,,,,,,null,"28/Sep/24 12:30 AM;712020:152ed106-3290-4698-8fa0-e1d3009626bc;* Create wireframes and mockups for the application.
* Ensure the design is user-friendly and responsive.",,,,Done,19/Oct/24 9:59 AM
Testing and Debugging,CMA-3,10037,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:06 AM,28/Sep/24 12:06 AM,07/Dec/24 11:42 AM,28/Sep/24 12:06 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i00013:,,,,,,,,,,,,,,,null,,,,,Done,28/Sep/24 12:06 AM
Develop Frontend Components,CMA-2,10036,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:06 AM,28/Sep/24 12:06 AM,07/Dec/24 11:42 AM,28/Sep/24 12:06 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0000v:,,,,,,,,,,,,,,,null,,,,,Done,28/Sep/24 12:06 AM
Design User Interface(UI),CMA-1,10035,Task,Done,CMA,Course_Management_Application,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,Done,,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,28/Sep/24 12:05 AM,28/Sep/24 12:05 AM,18/Oct/24 10:02 PM,28/Sep/24 12:05 AM,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0000n:,,,,,,,,,,,,,,,null,,,,,Done,28/Sep/24 12:05 AM
finances,SMS-3,10002,Task,To Do,SMS,student management system,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,,,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,14/Sep/24 12:17 PM,14/Sep/24 12:17 PM,07/Dec/24 11:42 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0000f:,,,,,,,,,,,,,,,,,,,,To Do,14/Sep/24 12:17 PM
course information,SMS-2,10001,Task,To Do,SMS,student management system,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Harmanpreet Singh,712020:19801315-4e26-4e83-8396-5808470fe500,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,14/Sep/24 12:12 PM,14/Sep/24 12:18 PM,07/Dec/24 11:42 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i00007:,,,,,,,,,,,,,,,,,,,,To Do,14/Sep/24 12:12 PM
student registration,SMS-1,10000,Task,To Do,SMS,student management system,software,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,Medium,,Sahilpreet Singh,712020:dd7a66ee-0d92-4eb7-9907-26ca883da1da,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,jagjeet singh,712020:152ed106-3290-4698-8fa0-e1d3009626bc,14/Sep/24 12:11 PM,14/Sep/24 12:15 PM,07/Dec/24 11:42 AM,,,0,,,jagjeet singh,,712020:152ed106-3290-4698-8fa0-e1d3009626bc,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|hzzzzz:,,,,,,,,,,,,,,,,,,,,To Do,14/Sep/24 12:11 PM
